"GID_0";"COUNTRY";"NAME_1";"TYPE_1";"GID_1";"HASC_1"
"MLI";"Mali";"Bamako";"District";"MLI.1_1";"ML.BA"
"MLI";"Mali";"Gao";"Région";"MLI.2_1";"ML.GA"
"MLI";"Mali";"Kayes";"Région";"MLI.3_1";"ML.KY"
"MLI";"Mali";"Kidal";"Région";"MLI.4_1";"ML.KD"
"MLI";"Mali";"Koulikoro";"Région";"MLI.5_1";"ML.KK"
"MLI";"Mali";"Mopti";"Région";"MLI.6_1";"ML.MO"
"MLI";"Mali";"Ségou";"Région";"MLI.7_1";"ML.SG"
"MLI";"Mali";"Sikasso";"Région";"MLI.8_1";"ML.SK"
"MLI";"Mali";"Timbuktu";"Région";"MLI.9_1";"ML.TB"
