GID_0;COUNTRY;NAME_1;TYPE_1;GID_1;HASC_1;ADMIN1PCOD;POP2021
TGO;Togo;Centre;Région;TGO.1_1;TG.CE;TG01;800234
TGO;Togo;Kara;Région;TGO.2_1;TG.KA;TG02;996851
TGO;Togo;Maritime;Région;TGO.3_1;TG.MA;TG03;3387508
TGO;Togo;Plateaux;Région;TGO.4_1;TG.PL;TG04;1775646
TGO;Togo;Savanes;Région;TGO.5_1;TG.SA;TG05;1059842
